No. Doc,Código,Detalle,Costo,Venta,Utilidad
23207,10594,codo presion 1/2pulg gerfor,871,1.200,329
23169,10594,codo presion 1/2pulg gerfor,871,1.200,329
23259,10594,codo presion 1/2pulg gerfor,2.612,3.600,988
23156,10594,codo presion 1/2pulg gerfor,2.177,3.000,823
23366,10594,codo presion 1/2pulg gerfor,435,600,165
23287,10594,codo presion 1/2pulg gerfor,871,1.200,329
23349,10594,codo presion 1/2pulg gerfor,1.306,1.800,494
23358,10594,codo presion 1/2pulg gerfor,2.177,3.000,823
24093,10594,codo presion 1/2pulg gerfor,2.177,3.000,823
24170,10594,codo presion 1/2pulg gerfor,871,1.200,329
24189,10594,codo presion 1/2pulg gerfor,2.177,3.000,823
24291,10594,codo presion 1/2pulg gerfor,2.612,3.600,988
24289,10594,codo presion 1/2pulg gerfor,435,600,165
23981,10594,codo presion 1/2pulg gerfor,5.224,7.200,1.976
24175,10594,codo presion 1/2pulg gerfor,2.177,3.000,823
22128,10594,codo presion 1/2pulg gerfor,425,600,175
21750,10594,codo presion 1/2pulg gerfor,1.276,1.800,524
22099,10594,codo presion 1/2pulg gerfor,425,600,175
21796,10594,codo presion 1/2pulg gerfor,2.553,3.600,1.047
21950,10594,codo presion 1/2pulg gerfor,6.381,9.000,2.619
24403,10594,codo presion 1/2pulg gerfor,2.612,3.600,988
24805,10594,codo presion 1/2pulg gerfor,1.741,2.400,659
22947,10594,codo presion 1/2pulg gerfor,3.482,4.800,1.318
22823,10594,codo presion 1/2pulg gerfor,5.224,7.200,1.976
22915,10594,codo presion 1/2pulg gerfor,1.741,2.400,659
22909,10594,codo presion 1/2pulg gerfor,1.741,2.400,659
22983,10594,codo presion 1/2pulg gerfor,1.741,2.400,659
23651,10594,codo presion 1/2pulg gerfor,29.166,40.200,11.034
23496,10594,codo presion 1/2pulg gerfor,3.047,4.200,1.153
23523,10594,codo presion 1/2pulg gerfor,871,1.200,329
22245,10594,codo presion 1/2pulg gerfor,1.702,2.400,698
22298,10594,codo presion 1/2pulg gerfor,425,600,175
22208,10594,codo presion 1/2pulg gerfor,851,1.200,349
22313,10594,codo presion 1/2pulg gerfor,2.127,3.000,873
22375,10594,codo presion 1/2pulg gerfor,2.127,3.000,873
22486,10594,codo presion 1/2pulg gerfor,1.702,2.400,698
22573,10594,codo presion 1/2pulg gerfor,2.127,3.000,873
22298,10594,codo presion 1/2pulg gerfor,425,600,175
21566,10594,codo presion 1/2pulg gerfor,1.702,2.400,698
21631,10594,codo presion 1/2pulg gerfor,425,600,175
21432,10594,codo presion 1/2pulg gerfor,425,600,175
21588,10594,codo presion 1/2pulg gerfor,1.702,2.400,698
21444,10594,codo presion 1/2pulg gerfor,2.127,3.000,873
21577,10594,codo presion 1/2pulg gerfor,2.553,3.600,1.047
21476,10594,codo presion 1/2pulg gerfor,425,600,175
21351,10594,codo presion 1/2pulg gerfor,2.978,4.200,1.222
19389,10594,codo presion 1/2pulg gerfor,2.127,3.000,873
19380,10594,codo presion 1/2pulg gerfor,5.105,7.200,2.095
20987,10594,codo presion 1/2pulg gerfor,3.829,5.400,1.571
21212,10594,codo presion 1/2pulg gerfor,5.105,6.000,895
21044,10594,codo presion 1/2pulg gerfor,425,600,175
21019,10594,codo presion 1/2pulg gerfor,4.254,6.000,1.746
21098,10594,codo presion 1/2pulg gerfor,1.276,1.800,524
19905,10594,codo presion 1/2pulg gerfor,1.276,1.800,524
19719,10594,codo presion 1/2pulg gerfor,1.276,1.800,524
19900,10594,codo presion 1/2pulg gerfor,2.553,3.600,1.047
19696,10594,codo presion 1/2pulg gerfor,851,1.200,349
19681,10594,codo presion 1/2pulg gerfor,851,1.200,349
19638,10594,codo presion 1/2pulg gerfor,2.127,3.000,873
20662,10594,codo presion 1/2pulg gerfor,1.702,2.400,698
20716,10594,codo presion 1/2pulg gerfor,1.702,2.400,698
20887,10594,codo presion 1/2pulg gerfor,851,1.200,349
20534,10594,codo presion 1/2pulg gerfor,851,1.200,349
20528,10594,codo presion 1/2pulg gerfor,7.232,10.200,2.968
20257,10594,codo presion 1/2pulg gerfor,425,600,175
20054,10594,codo presion 1/2pulg gerfor,425,600,175
20395,10594,codo presion 1/2pulg gerfor,2.553,3.600,1.047
20364,10594,codo presion 1/2pulg gerfor,7.658,10.800,3.142
19991,10594,codo presion 1/2pulg gerfor,1.276,1.800,524
20444,10594,codo presion 1/2pulg gerfor,1.276,1.800,524
31043,10594,codo presion 1/2pulg gerfor,920,1.200,280
31005,10594,codo presion 1/2pulg gerfor,4.600,6.000,1.400
31037,10594,codo presion 1/2pulg gerfor,3.680,4.800,1.120
30978,10594,codo presion 1/2pulg gerfor,3.680,4.800,1.120
30756,10594,codo presion 1/2pulg gerfor,460,600,140
30666,10594,codo presion 1/2pulg gerfor,460,600,140
30747,10594,codo presion 1/2pulg gerfor,4.600,6.000,1.400
30666,10594,codo presion 1/2pulg gerfor,460,600,140
30756,10594,codo presion 1/2pulg gerfor,920,1.200,280
28938,10594,codo presion 1/2pulg gerfor,1.840,2.400,560
29113,10594,codo presion 1/2pulg gerfor,5.520,7.200,1.680
28954,10594,codo presion 1/2pulg gerfor,1.840,2.400,560
29081,10594,codo presion 1/2pulg gerfor,460,600,140
28469,10594,codo presion 1/2pulg gerfor,1.874,2.400,526
28697,10594,codo presion 1/2pulg gerfor,1.405,1.800,395
28438,10594,codo presion 1/2pulg gerfor,14.051,16.500,2.449
28777,10594,codo presion 1/2pulg gerfor,4.684,6.000,1.316
28701,10594,codo presion 1/2pulg gerfor,1.405,1.800,395
28477,10594,codo presion 1/2pulg gerfor,4.684,6.000,1.316
28583,10594,codo presion 1/2pulg gerfor,1.405,1.800,395
28656,10594,codo presion 1/2pulg gerfor,937,1.200,263
28618,10594,codo presion 1/2pulg gerfor,468,600,132
27994,10594,codo presion 1/2pulg gerfor,937,1.200,263
28229,10594,codo presion 1/2pulg gerfor,1.874,2.400,526
27877,10594,codo presion 1/2pulg gerfor,468,600,132
27904,10594,codo presion 1/2pulg gerfor,468,600,132
27893,10594,codo presion 1/2pulg gerfor,1.874,2.400,526
27964,10594,codo presion 1/2pulg gerfor,468,600,132
28039,10594,codo presion 1/2pulg gerfor,3.747,4.800,1.053
28105,10594,codo presion 1/2pulg gerfor,937,1.200,263
30392,10594,codo presion 1/2pulg gerfor,2.760,3.600,840
30274,10594,codo presion 1/2pulg gerfor,920,1.200,280
30332,10594,codo presion 1/2pulg gerfor,460,600,140
30429,10594,codo presion 1/2pulg gerfor,2.760,3.600,840
30397,10594,codo presion 1/2pulg gerfor,460,600,140
30283,10594,codo presion 1/2pulg gerfor,920,1.200,280
30487,10594,codo presion 1/2pulg gerfor,920,1.200,280
29988,10594,codo presion 1/2pulg gerfor,1.380,1.800,420
29895,10594,codo presion 1/2pulg gerfor,2.760,3.600,840
29606,10594,codo presion 1/2pulg gerfor,920,1.200,280
29597,10594,codo presion 1/2pulg gerfor,1.380,1.800,420
29298,10594,codo presion 1/2pulg gerfor,920,1.200,280
27779,10594,codo presion 1/2pulg gerfor,1.874,2.400,526
27748,10594,codo presion 1/2pulg gerfor,468,600,132
27745,10594,codo presion 1/2pulg gerfor,468,600,132
27778,10594,codo presion 1/2pulg gerfor,468,600,132
27762,10594,codo presion 1/2pulg gerfor,937,1.200,263
27512,10594,codo presion 1/2pulg gerfor,9.368,12.000,2.632
27710,10594,codo presion 1/2pulg gerfor,937,1.200,263
25129,10594,codo presion 1/2pulg gerfor,435,600,165
25121,10594,codo presion 1/2pulg gerfor,871,1.200,329
25167,10594,codo presion 1/2pulg gerfor,435,600,165
25130,10594,codo presion 1/2pulg gerfor,1.741,2.400,659
24952,10594,codo presion 1/2pulg gerfor,435,600,165
24913,10594,codo presion 1/2pulg gerfor,2.612,3.600,988
25278,10594,codo presion 1/2pulg gerfor,4.353,6.000,1.647
25149,10594,codo presion 1/2pulg gerfor,1.741,2.400,659
25517,10594,codo presion 1/2pulg gerfor,1.741,2.400,659
25322,10594,codo presion 1/2pulg gerfor,871,1.200,329
25388,10594,codo presion 1/2pulg gerfor,871,1.200,329
25548,10594,codo presion 1/2pulg gerfor,1.306,1.800,494
25486,10594,codo presion 1/2pulg gerfor,2.612,3.600,988
25618,10594,codo presion 1/2pulg gerfor,1.306,1.800,494
26412,10594,codo presion 1/2pulg gerfor,2.810,3.600,790
26164,10594,codo presion 1/2pulg gerfor,501,600,99
26431,10594,codo presion 1/2pulg gerfor,1.874,2.400,526
26581,10594,codo presion 1/2pulg gerfor,3.279,4.200,921
26260,10594,codo presion 1/2pulg gerfor,501,600,99
26353,10594,codo presion 1/2pulg gerfor,468,600,132
26164,10594,codo presion 1/2pulg gerfor,501,600,99
26524,10594,codo presion 1/2pulg gerfor,1.874,2.400,526
26564,10594,codo presion 1/2pulg gerfor,1.874,2.400,526
26202,10594,codo presion 1/2pulg gerfor,2.004,2.400,396
26767,10594,codo presion 1/2pulg gerfor,468,600,132
26968,10594,codo presion 1/2pulg gerfor,1.405,1.800,395
26874,10594,codo presion 1/2pulg gerfor,2.342,3.000,658
26095,10594,codo presion 1/2pulg gerfor,871,1.200,329
25785,10594,codo presion 1/2pulg gerfor,871,1.200,329
25748,10594,codo presion 1/2pulg gerfor,871,1.200,329
26047,10594,codo presion 1/2pulg gerfor,435,600,165
25781,10594,codo presion 1/2pulg gerfor,3.047,4.200,1.153
26027,10594,codo presion 1/2pulg gerfor,871,1.200,329
25985,10594,codo presion 1/2pulg gerfor,1.741,2.400,659
26002,10594,codo presion 1/2pulg gerfor,871,1.200,329
25973,10594,codo presion 1/2pulg gerfor,2.612,3.600,988
27410,10594,codo presion 1/2pulg gerfor,4.684,6.000,1.316
27336,10594,codo presion 1/2pulg gerfor,937,1.200,263
27081,10594,codo presion 1/2pulg gerfor,937,1.200,263
22742,10595,candado stanley laton 25mm,7.287,8.900,1.614
25087,10597,pinza corneta punta recta 6pulg,14.569,17.500,2.931
26706,10598,destornillador pro delgado corneta 1/8*4,4.145,5.500,1.355
26706,10599,destornillador pro delgado corneta 1/8*6,4.339,6.000,1.661
20708,10599,destornillador pro delgado corneta 1/8*6,4.339,6.000,1.661
27804,1060,brocha mona mango azul 2 1/2 pulg,2.450,3.500,1.050
26290,1060,brocha mona mango azul 2 1/2 pulg,2.450,3.500,1.050
29403,1060,brocha mona mango azul 2 1/2 pulg,4.900,7.000,2.100
27976,1060,brocha mona mango azul 2 1/2 pulg,2.450,3.500,1.050
29000,1060,brocha mona mango azul 2 1/2 pulg,4.900,7.000,2.100
29055,1060,brocha mona mango azul 2 1/2 pulg,2.450,3.500,1.050
30772,1060,brocha mona mango azul 2 1/2 pulg,2.300,3.500,1.200
29490,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,23.500,2.086
29941,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,23.500,2.086
29944,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,23.500,2.086
22886,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,23.500,2.086
21942,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,23.500,2.086
21948,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,23.500,2.086
26565,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,24.000,2.586
25644,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,23.500,2.086
27645,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,23.500,2.086
27804,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,23.500,2.086
25212,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,23.500,2.086
20583,10600,vinilo tipo 3 icolatex blanco galon ico,19.694,22.500,2.806
21277,10600,vinilo tipo 3 icolatex blanco galon ico,21.414,23.500,2.086
19529,10600,vinilo tipo 3 icolatex blanco galon ico,59.083,67.500,8.417
19445,10600,vinilo tipo 3 icolatex blanco galon ico,19.694,22.500,2.806
19352,10600,vinilo tipo 3 icolatex blanco galon ico,19.694,22.500,2.806
19973,10600,vinilo tipo 3 icolatex blanco galon ico,19.694,22.500,2.806
30911,10601,union sanitario 4pulg eco,6.400,8.000,1.600
28922,10601,union sanitario 4pulg eco,3.200,4.000,800
24105,10601,union sanitario 4pulg eco,3.200,4.000,800
24847,10601,union sanitario 4pulg eco,9.600,12.000,2.400
21711,10601,union sanitario 4pulg eco,3.200,4.000,800
27817,10601,union sanitario 4pulg eco,12.800,16.000,3.200
26431,10602,yee sanitaria 2pulg gerfor,3.500,4.200,700
25282,10602,yee sanitaria 2pulg gerfor,3.500,4.200,700
24175,10602,yee sanitaria 2pulg gerfor,3.500,4.200,700
22444,10602,yee sanitaria 2pulg gerfor,3.500,4.600,1.100
22545,10602,yee sanitaria 2pulg gerfor,3.500,4.200,700
28758,10602,yee sanitaria 2pulg gerfor,3.500,4.000,500
28777,10602,yee sanitaria 2pulg gerfor,7.000,8.400,1.400
21097,10602,yee sanitaria 2pulg gerfor,3.880,4.600,720
21252,10602,yee sanitaria 2pulg gerfor,3.880,4.600,720
29765,10603,candado fanal hierro plata 25mm fh25-s,4.347,4.500,153
26675,10603,candado fanal hierro plata 25mm fh25-s,4.347,4.200,-147
26712,10603,candado fanal hierro plata 25mm fh25-s,8.694,8.400,-294
25380,10603,candado fanal hierro plata 25mm fh25-s,4.347,4.200,-147
25681,10603,candado fanal hierro plata 25mm fh25-s,8.694,8.400,-294
23270,10603,candado fanal hierro plata 25mm fh25-s,4.347,4.200,-147
24392,10603,candado fanal hierro plata 25mm fh25-s,4.347,4.200,-147
21055,10605,candado fanal 40mm laminado *2,19.950,24.000,4.050
20298,10605,candado fanal 40mm laminado *2,19.950,24.000,4.050
24711,10606,pila ecobattery 9v alk,3.883,5.900,2.017
24709,10606,pila ecobattery 9v alk,3.883,5.900,2.017
23438,10606,pila ecobattery 9v alk,3.883,5.900,2.017
23887,10606,pila ecobattery 9v alk,7.766,9.200,1.434
27977,10606,pila ecobattery 9v alk,3.883,5.500,1.617
25023,10606,pila ecobattery 9v alk,3.883,5.900,2.017
25010,10606,pila ecobattery 9v alk,3.883,5.900,2.017
25977,10606,pila ecobattery 9v alk,3.883,5.900,2.017
21846,10607,pila panasonic cr2016,980,1.500,520
31035,10607,pila panasonic cr2016,1.000,1.500,500
30940,10608,pila panasonic cr2032,2.000,3.000,1.000
29009,10608,pila panasonic cr2032,2.000,3.000,1.000
29484,10608,pila panasonic cr2032,2.000,3.000,1.000
27820,10608,pila panasonic cr2032,1.000,1.500,500
21846,10609,pila panasonic cr2025,980,1.500,520
22625,10609,pila panasonic cr2025,980,1.500,520
25963,10609,pila panasonic cr2025,1.000,1.500,500
20051,1061,brocha corneta 2pulg,1.854,2.800,946
19985,1061,brocha corneta 2pulg,1.854,2.800,946
19614,1061,brocha corneta 2pulg,1.854,2.800,946
19729,1061,brocha corneta 2pulg,1.854,2.800,946
19877,1061,brocha corneta 2pulg,1.854,2.800,946
26081,1061,brocha corneta 2pulg,4.079,5.600,1.521
25948,1061,brocha corneta 2pulg,2.040,2.800,760
27024,1061,brocha corneta 2pulg,2.040,2.800,760
27386,1061,brocha corneta 2pulg,6.119,8.400,2.281
27345,1061,brocha corneta 2pulg,2.040,2.800,760
25633,1061,brocha corneta 2pulg,8.159,11.200,3.041
25579,1061,brocha corneta 2pulg,2.040,2.800,760
26642,1061,brocha corneta 2pulg,2.040,2.800,760
26982,1061,brocha corneta 2pulg,12.238,15.000,2.762
26711,1061,brocha corneta 2pulg,2.040,2.800,760
22243,1061,brocha corneta 2pulg,1.854,2.800,946
23798,1061,brocha corneta 2pulg,1.854,2.800,946
24222,1061,brocha corneta 2pulg,4.079,5.600,1.521
23959,1061,brocha corneta 2pulg,1.854,2.800,946
24183,1061,brocha corneta 2pulg,1.854,2.800,946
24288,1061,brocha corneta 2pulg,2.040,2.800,760
24461,1061,brocha corneta 2pulg,2.040,2.800,760
27963,10610,chazo expansion 1/4 broca*1 3/8pulg,48,800,752
27084,10610,chazo expansion 1/4 broca*1 3/8pulg,24,400,376
26345,10610,chazo expansion 1/4 broca*1 3/8pulg,96,1.600,1.504
26479,10611,chazo expansion 5/16 broca * 1 1/2pulg,2.184,3.500,1.316
26171,10611,chazo expansion 5/16 broca * 1 1/2pulg,1.872,3.000,1.128
26745,10611,chazo expansion 5/16 broca * 1 1/2pulg,624,1.000,376
24452,10611,chazo expansion 5/16 broca * 1 1/2pulg,1.872,3.000,1.128
21400,10611,chazo expansion 5/16 broca * 1 1/2pulg,1.350,1.500,150
19538,10611,chazo expansion 5/16 broca * 1 1/2pulg,7.200,8.000,800
27879,10611,chazo expansion 5/16 broca * 1 1/2pulg,3.744,6.000,2.256
29382,10611,chazo expansion 5/16 broca * 1 1/2pulg,2.700,4.200,1.500
28630,10611,chazo expansion 5/16 broca * 1 1/2pulg,900,1.400,500
29099,10611,chazo expansion 5/16 broca * 1 1/2pulg,450,700,250
19376,10612,chazo expansion 5/16 broca * 1/2 pulg,5.184,7.200,2.016
20299,10612,chazo expansion 5/16 broca * 1/2 pulg,432,600,168
20348,10612,chazo expansion 5/16 broca * 1/2 pulg,432,600,168
20958,10612,chazo expansion 5/16 broca * 1/2 pulg,432,600,168
20965,10612,chazo expansion 5/16 broca * 1/2 pulg,216,300,84
26134,10612,chazo expansion 5/16 broca *1 pulg,2.592,3.600,1.008
25948,10612,chazo expansion 5/16 broca *1 pulg,43.200,5.000,-38.200
27230,10612,chazo expansion 5/16 broca *1 pulg,1.728,2.400,672
27361,10613,chazo expansion 3/8 broca* 7/8 pulgada,650,900,250
27058,10613,chazo expansion 3/8 broca* 7/8 pulgada,5.200,7.200,2.000
26821,10613,chazo expansion 3/8 broca* 7/8 pulgada,5.200,7.200,2.000
20527,10613,chazo expansion 3/8 broca* 7/8 pulgada,1.526,2.400,875
21445,10613,chazo expansion 3/8 broca* 7/8 pulgada,7.800,9.600,1.800
21362,10613,chazo expansion 3/8 broca* 7/8 pulgada,3.900,4.800,900
22703,10613,chazo expansion 3/8 broca* 7/8 pulgada,2.600,3.200,600
22670,10613,chazo expansion 3/8 broca* 7/8 pulgada,3.900,4.800,900
19737,10614,chazo plasico aleta 3/16 broca doc.,400,1.000,600
19776,10614,chazo plasico aleta 3/16 broca doc.,480,1.200,720
20598,10614,chazo plasico aleta 3/16 broca doc.,240,600,360
20667,10614,chazo plasico aleta 3/16 broca doc.,720,1.800,1.080
27326,10614,chazo plasico aleta 3/16 broca doc.,240,600,360
27742,10614,chazo plasico aleta 3/16 broca doc.,360,900,540
26408,10614,chazo plasico aleta 3/16 broca doc.,960,2.400,1.440
26194,10614,chazo plasico aleta 3/16 broca doc.,480,1.200,720
22482,10614,chazo plasico aleta 3/16 broca doc.,240,600,360
24175,10614,chazo plasico aleta 3/16 broca doc.,240,600,360
24228,10614,chazo plasico aleta 3/16 broca doc.,480,1.200,720
23024,10614,chazo plasico aleta 3/16 broca doc.,240,600,360
29639,10614,chazo plasico aleta 3/16 broca doc.,480,1.200,720
30129,10614,chazo plasico aleta 3/16 broca doc.,160,640,480
28318,10614,chazo plasico aleta 3/16 broca doc.,240,600,360
30365,10614,chazo plasico aleta 3/16 broca doc.,400,1.000,600
26279,10615,chazo plastico aleta 5/16 broca doc.,156,600,444
26611,10615,chazo plastico aleta 5/16 broca doc.,312,800,488
27600,10615,chazo plastico aleta 5/16 broca doc.,156,600,444
27609,10615,chazo plastico aleta 5/16 broca doc.,208,800,592
27836,10615,chazo plastico aleta 5/16 broca doc.,624,1.600,976
27572,10615,chazo plastico aleta 5/16 broca doc.,104,400,296
26699,10615,chazo plastico aleta 5/16 broca doc.,52,200,148
27275,10615,chazo plastico aleta 5/16 broca doc.,104,400,296
27041,10615,chazo plastico aleta 5/16 broca doc.,156,600,444
27215,10615,chazo plastico aleta 5/16 broca doc.,156,600,444
27326,10615,chazo plastico aleta 5/16 broca doc.,312,800,488
27185,10615,chazo plastico aleta 5/16 broca doc.,104,400,296
25619,10615,chazo plastico aleta 5/16 broca doc.,312,1.200,888
25252,10615,chazo plastico aleta 5/16 broca doc.,156,600,444
20503,10615,chazo plastico aleta 5/16 broca doc.,860,400,-460
20594,10615,chazo plastico aleta 5/16 broca doc.,6.451,3.000,-3.451
21649,10615,chazo plastico aleta 5/16 broca doc.,1.290,600,-690
21665,10615,chazo plastico aleta 5/16 broca doc.,860,400,-460
21594,10615,chazo plastico aleta 5/16 broca doc.,4.301,2.000,-2.301
21356,10615,chazo plastico aleta 5/16 broca doc.,5.161,2.400,-2.761
20956,10615,chazo plastico aleta 5/16 broca doc.,10.752,5.000,-5.752
20920,10615,chazo plastico aleta 5/16 broca doc.,5.161,1.600,-3.561
21074,10615,chazo plastico aleta 5/16 broca doc.,1.720,800,-920
21231,10615,chazo plastico aleta 5/16 broca doc.,2.580,1.200,-1.380
19437,10615,chazo plastico aleta 5/16 broca doc.,2.580,1.200,-1.380
19832,10615,chazo plastico aleta 5/16 broca doc.,860,400,-460
20098,10615,chazo plastico aleta 5/16 broca doc.,5.161,1.600,-3.561
30269,10615,chazo plastico aleta 5/16 broca doc.,104,400,296
30253,10615,chazo plastico aleta 5/16 broca doc.,312,1.200,888
30211,10615,chazo plastico aleta 5/16 broca doc.,312,1.200,888
29718,10615,chazo plastico aleta 5/16 broca doc.,52,200,148
29554,10615,chazo plastico aleta 5/16 broca doc.,104,400,296
